season,date,home,away,home goals,away goals,home->away,away->home
2006,2006-05-06,Santa Cruz,Ponte Preta,1,1,1,1
2006,2006-05-06,Santos,Fortaleza,2,0,3,0
2006,2006-05-07,Goiás,Figueirense,2,1,3,0
2006,2006-05-07,Athletico PR,Internacional,1,2,0,3
2006,2006-05-07,Corinthians,São Paulo,1,3,0,3
2006,2006-05-07,Cruzeiro,Juventude,2,0,3,0
2006,2006-05-07,Flamengo,Botafogo,1,0,3,0
2006,2006-05-07,Grêmio,Vasco da Gama,1,2,0,3
2006,2006-05-07,São Caetano,Palmeiras,2,0,3,0
2006,2006-05-13,Botafogo,Grêmio,2,2,1,1
2006,2006-05-13,Santos,Ponte Preta,3,1,3,0
2006,2006-05-13,São Caetano,Juventude,0,2,0,3
2006,2006-05-14,Figueirense,Fluminense,1,0,3,0
2006,2006-05-14,Flamengo,Fortaleza,0,0,1,1
2006,2006-05-14,Goiás,Vasco da Gama,2,0,3,0
2006,2006-05-14,Internacional,São Paulo,3,1,3,0
2006,2006-05-14,Palmeiras,Cruzeiro,1,1,1,1
2006,2006-05-14,Paraná,Corinthians,1,2,0,3
2006,2006-05-14,Santa Cruz,Athletico PR,1,2,0,3
2006,2006-05-20,Athletico PR,Goiás,2,3,0,3
2006,2006-05-20,Fortaleza,Paraná,1,1,1,1
2006,2006-05-20,Internacional,Figueirense,2,4,0,3
2006,2006-05-20,São Paulo,São Caetano,1,0,3,0
2006,2006-05-21,Cruzeiro,Flamengo,2,1,3,0
2006,2006-05-21,Fluminense,Santos,1,0,3,0
2006,2006-05-21,Juventude,Botafogo,1,0,3,0
2006,2006-05-21,Palmeiras,Santa Cruz,2,1,3,0
2006,2006-05-21,Ponte Preta,Grêmio,1,1,1,1
2006,2006-05-21,Vasco da Gama,Corinthians,2,4,0,3
2006,2006-05-24,Cruzeiro,Ponte Preta,5,1,3,0
2006,2006-05-24,Flamengo,Santos,2,2,1,1
2006,2006-05-24,Fortaleza,Fluminense,2,5,0,3
2006,2006-05-24,Juventude,Santa Cruz,4,1,3,0
2006,2006-05-24,Paraná,Figueirense,0,0,1,1
2006,2006-05-24,São Caetano,Athletico PR,2,1,3,0
2006,2006-05-24,São Paulo,Palmeiras,4,1,3,0
2006,2006-05-25,Botafogo,Vasco da Gama,4,1,3,0
2006,2006-05-25,Corinthians,Internacional,0,1,0,3
2006,2006-05-25,Grêmio,Goiás,2,0,3,0
2006,2006-05-27,Athletico PR,Juventude,1,0,3,0
2006,2006-05-27,Figueirense,Fortaleza,0,0,1,1
2006,2006-05-27,Ponte Preta,Paraná,2,5,0,3
2006,2006-05-28,Fluminense,Flamengo,1,0,3,0
2006,2006-05-28,Goiás,São Caetano,2,1,3,0
2006,2006-05-28,Internacional,Cruzeiro,1,1,1,1
2006,2006-05-28,Palmeiras,Grêmio,0,1,0,3
2006,2006-05-28,Santa Cruz,Botafogo,1,1,1,1
2006,2006-05-28,Santos,Corinthians,2,0,3,0
2006,2006-05-28,Vasco da Gama,São Paulo,1,1,1,1
2006,2006-05-31,Cruzeiro,Athletico PR,1,1,1,1
2006,2006-05-31,Flamengo,Palmeiras,2,1,3,0
2006,2006-05-31,Fortaleza,Vasco da Gama,1,1,1,1
2006,2006-05-31,Grêmio,Santos,1,0,3,0
2006,2006-05-31,Juventude,Ponte Preta,0,1,0,3
2006,2006-05-31,São Caetano,Internacional,1,1,1,1
2006,2006-05-31,São Paulo,Fluminense,1,0,3,0
2006,2006-06-01,Botafogo,Figueirense,2,3,0,3
2006,2006-06-01,Corinthians,Goiás,0,1,0,3
2006,2006-06-01,Paraná,Santa Cruz,3,0,3,0
2006,2006-06-03,Fluminense,Internacional,2,3,0,3
2006,2006-06-03,Fortaleza,Cruzeiro,0,2,0,3
2006,2006-06-03,Grêmio,São Caetano,1,1,1,1
2006,2006-06-04,Athletico PR,Palmeiras,2,0,3,0
2006,2006-06-04,Corinthians,Flamengo,0,2,0,3
2006,2006-06-04,Goiás,Paraná,1,2,0,3
2006,2006-06-04,Juventude,São Paulo,1,1,1,1
2006,2006-06-04,Ponte Preta,Figueirense,3,0,3,0
2006,2006-06-04,Santos,Botafogo,0,0,1,1
2006,2006-06-04,Vasco da Gama,Santa Cruz,2,1,3,0
2006,2006-07-12,Athletico PR,Fortaleza,0,0,1,1
2006,2006-07-12,Cruzeiro,Corinthians,2,0,3,0
2006,2006-07-12,Figueirense,Santos,2,1,3,0
2006,2006-07-12,Fluminense,Juventude,3,2,3,0
2006,2006-07-12,Internacional,Ponte Preta,2,0,3,0
2006,2006-07-12,São Caetano,Botafogo,1,1,1,1
2006,2006-07-12,São Paulo,Grêmio,2,1,3,0
2006,2006-07-13,Flamengo,Paraná,1,4,0,3
2006,2006-07-13,Palmeiras,Vasco da Gama,4,2,3,0
2006,2006-07-13,Santa Cruz,Goiás,2,1,3,0
2006,2006-07-15,Botafogo,Ponte Preta,4,1,3,0
2006,2006-07-15,São Paulo,Figueirense,2,1,3,0
2006,2006-07-16,Cruzeiro,Goiás,0,0,1,1
2006,2006-07-16,Flamengo,Vasco da Gama,0,1,0,3
2006,2006-07-16,Fortaleza,Santa Cruz,1,4,0,3
2006,2006-07-16,Grêmio,Fluminense,4,4,1,1
2006,2006-07-16,Juventude,Internacional,2,0,3,0
2006,2006-07-16,Palmeiras,Corinthians,1,0,3,0
2006,2006-07-16,Paraná,Athletico PR,2,1,3,0
2006,2006-07-16,São Caetano,Santos,2,0,3,0
2006,2006-07-22,Corinthians,Fortaleza,2,2,1,1
2006,2006-07-22,Figueirense,Grêmio,2,0,3,0
2006,2006-07-22,Fluminense,São Caetano,2,2,1,1
2006,2006-07-22,Paraná,Cruzeiro,1,0,3,0
2006,2006-07-23,Goiás,Palmeiras,1,3,0,3
2006,2006-07-23,Internacional,Botafogo,0,0,1,1
2006,2006-07-23,Ponte Preta,São Paulo,1,3,0,3
2006,2006-07-23,Santa Cruz,Flamengo,3,0,3,0
2006,2006-07-23,Santos,Juventude,3,2,3,0
2006,2006-07-23,Vasco da Gama,Athletico PR,2,1,3,0
2006,2006-07-29,Juventude,Figueirense,1,0,3,0
2006,2006-07-29,Palmeiras,Paraná,4,2,3,0
2006,2006-07-29,São Caetano,Ponte Preta,1,1,1,1
2006,2006-07-30,Athletico PR,Flamengo,1,0,3,0
2006,2006-07-30,Fluminense,Botafogo,1,1,1,1
2006,2006-07-30,Goiás,Fortaleza,1,1,1,1
2006,2006-07-30,Internacional,Grêmio,0,0,1,1
2006,2006-07-30,Santa Cruz,Corinthians,1,0,3,0
2006,2006-07-30,São Paulo,Santos,0,4,0,3
2006,2006-07-30,Vasco da Gama,Cruzeiro,1,0,3,0
2006,2006-08-05,Corinthians,Athletico PR,2,1,3,0
2006,2006-08-05,Figueirense,São Caetano,1,1,1,1
2006,2006-08-05,Flamengo,Goiás,1,0,3,0
2006,2006-08-05,Grêmio,Juventude,1,0,3,0
2006,2006-08-06,Botafogo,São Paulo,1,1,1,1
2006,2006-08-06,Cruzeiro,Santa Cruz,3,3,1,1
2006,2006-08-06,Fortaleza,Palmeiras,0,0,1,1
2006,2006-08-06,Paraná,Vasco da Gama,2,1,3,0
2006,2006-08-06,Ponte Preta,Fluminense,3,0,3,0
2006,2006-08-06,Santos,Internacional,2,1,3,0
2006,2006-08-12,Corinthians,Figueirense,1,3,0,3
2006,2006-08-12,Flamengo,Ponte Preta,0,0,1,1
2006,2006-08-12,Juventude,Vasco da Gama,0,0,1,1
2006,2006-08-12,São Caetano,Santa Cruz,2,0,3,0
2006,2006-08-13,Botafogo,Palmeiras,1,3,0,3
2006,2006-08-13,Cruzeiro,Fluminense,2,3,0,3
2006,2006-08-13,Fortaleza,Internacional,1,2,0,3
2006,2006-08-13,Grêmio,Athletico PR,2,0,3,0
2006,2006-08-13,Paraná,Santos,1,1,1,1
2006,2006-08-13,São Paulo,Goiás,2,1,3,0
2006,2006-08-16,Figueirense,Flamengo,1,1,1,1
2006,2006-08-16,Fluminense,Corinthians,1,2,0,3
2006,2006-08-16,Goiás,Botafogo,2,2,1,1
2006,2006-08-16,Ponte Preta,Fortaleza,1,3,0,3
2006,2006-08-16,Santa Cruz,Grêmio,2,4,0,3
2006,2006-08-16,Vasco da Gama,São Caetano,1,2,0,3
2006,2006-08-17,Santos,Cruzeiro,2,0,3,0
2006,2006-08-17,Palmeiras,Juventude,1,1,1,1
2006,2006-08-19,Flamengo,Grêmio,1,0,3,0
2006,2006-08-19,Ponte Preta,Goiás,3,2,3,0
2006,2006-08-20,Corinthians,Botafogo,1,0,3,0
2006,2006-08-20,Cruzeiro,São Paulo,2,2,1,1
2006,2006-08-20,Figueirense,Athletico PR,3,3,1,1
2006,2006-08-20,Fluminense,Santa Cruz,1,1,1,1
2006,2006-08-20,Fortaleza,Juventude,4,1,3,0
2006,2006-08-20,Internacional,Palmeiras,1,1,1,1
2006,2006-08-20,Paraná,São Caetano,1,0,3,0
2006,2006-08-20,Santos,Vasco da Gama,0,2,0,3
2006,2006-08-23,Botafogo,Cruzeiro,1,0,3,0
2006,2006-08-23,Goiás,Internacional,2,2,1,1
2006,2006-08-23,Juventude,Corinthians,0,0,1,1
2006,2006-08-23,Palmeiras,Fluminense,3,0,3,0
2006,2006-08-23,Santa Cruz,Santos,1,1,1,1
2006,2006-08-23,São Caetano,Flamengo,2,2,1,1
2006,2006-08-23,Athletico PR,Ponte Preta,3,0,3,0
2006,2006-08-24,Grêmio,Fortaleza,4,1,3,0
2006,2006-08-24,São Paulo,Paraná,3,2,3,0
2006,2006-08-24,Vasco da Gama,Figueirense,3,1,3,0
2006,2006-08-26,Cruzeiro,São Caetano,3,0,3,0
2006,2006-08-26,Fluminense,Athletico PR,1,2,0,3
2006,2006-08-26,Santos,Goiás,2,1,3,0
2006,2006-08-27,Corinthians,Grêmio,0,2,0,3
2006,2006-08-27,Figueirense,Santa Cruz,2,0,3,0
2006,2006-08-27,Flamengo,São Paulo,1,1,1,1
2006,2006-08-27,Fortaleza,Botafogo,2,3,0,3
2006,2006-08-27,Internacional,Vasco da Gama,1,2,0,3
2006,2006-08-27,Paraná,Juventude,0,1,0,3
2006,2006-08-27,Ponte Preta,Palmeiras,1,1,1,1
2006,2006-08-30,Athletico PR,Santos,2,1,3,0
2006,2006-08-30,Goiás,Fluminense,3,1,3,0
2006,2006-08-30,Grêmio,Cruzeiro,2,1,3,0
2006,2006-08-30,Juventude,Flamengo,1,0,3,0
2006,2006-08-30,Palmeiras,Figueirense,1,1,1,1
2006,2006-08-30,Santa Cruz,Internacional,0,2,0,3
2006,2006-08-30,São Caetano,Corinthians,0,1,0,3
2006,2006-08-31,Botafogo,Paraná,4,0,3,0
2006,2006-08-31,São Paulo,Fortaleza,1,1,1,1
2006,2006-08-31,Vasco da Gama,Ponte Preta,2,2,1,1
2006,2006-09-02,Cruzeiro,Figueirense,2,2,1,1
2006,2006-09-02,Flamengo,Internacional,1,2,0,3
2006,2006-09-03,Athletico PR,Botafogo,0,5,0,3
2006,2006-09-03,Corinthians,Ponte Preta,1,0,3,0
2006,2006-09-03,Fluminense,Vasco da Gama,1,1,1,1
2006,2006-09-03,Goiás,Juventude,2,0,3,0
2006,2006-09-03,Grêmio,Paraná,2,1,3,0
2006,2006-09-03,Santa Cruz,São Paulo,1,3,0,3
2006,2006-09-03,Santos,Palmeiras,5,1,3,0
2006,2006-09-03,São Caetano,Fortaleza,0,0,1,1
2006,2006-09-09,Palmeiras,São Caetano,3,1,3,0
2006,2006-09-09,Ponte Preta,Santa Cruz,2,0,3,0
2006,2006-09-09,Vasco da Gama,Grêmio,1,1,1,1
2006,2006-09-10,Botafogo,Flamengo,0,2,0,3
2006,2006-09-10,Figueirense,Goiás,2,2,1,1
2006,2006-09-10,Fortaleza,Santos,1,1,1,1
2006,2006-09-10,Internacional,Athletico PR,2,0,3,0
2006,2006-09-10,Juventude,Cruzeiro,2,0,3,0
2006,2006-09-10,Paraná,Fluminense,1,0,3,0
2006,2006-09-10,São Paulo,Corinthians,0,0,1,1
2006,2006-09-16,Athletico PR,Santa Cruz,2,1,3,0
2006,2006-09-16,Corinthians,Paraná,1,0,3,0
2006,2006-09-16,Vasco da Gama,Goiás,0,0,1,1
2006,2006-09-17,Cruzeiro,Palmeiras,1,0,3,0
2006,2006-09-17,Fluminense,Figueirense,2,0,3,0
2006,2006-09-17,Fortaleza,Flamengo,3,4,0,3
2006,2006-09-17,Grêmio,Botafogo,4,0,3,0
2006,2006-09-17,Juventude,São Caetano,1,0,3,0
2006,2006-09-17,Ponte Preta,Santos,1,0,3,0
2006,2006-09-17,São Paulo,Internacional,2,0,3,0
2006,2006-09-20,Botafogo,Juventude,2,1,3,0
2006,2006-09-20,Corinthians,Vasco da Gama,1,1,1,1
2006,2006-09-20,Figueirense,Internacional,1,0,3,0
2006,2006-09-20,Goiás,Athletico PR,2,2,1,1
2006,2006-09-20,Grêmio,Ponte Preta,4,0,3,0
2006,2006-09-20,Paraná,Fortaleza,2,0,3,0
2006,2006-09-20,Santos,Fluminense,1,1,1,1
2006,2006-09-20,São Caetano,São Paulo,0,1,0,3
2006,2006-09-21,Flamengo,Cruzeiro,1,0,3,0
2006,2006-09-21,Santa Cruz,Palmeiras,3,2,3,0
2006,2006-09-23,Athletico PR,São Caetano,3,1,3,0
2006,2006-09-23,Fluminense,Fortaleza,1,3,0,3
2006,2006-09-24,Figueirense,Paraná,0,1,0,3
2006,2006-09-24,Goiás,Grêmio,4,0,3,0
2006,2006-09-24,Internacional,Corinthians,1,1,1,1
2006,2006-09-24,Palmeiras,São Paulo,3,1,3,0
2006,2006-09-24,Ponte Preta,Cruzeiro,0,1,0,3
2006,2006-09-24,Santa Cruz,Juventude,1,0,3,0
2006,2006-09-24,Santos,Flamengo,3,0,3,0
2006,2006-09-24,Vasco da Gama,Botafogo,0,0,1,1
2006,2006-09-30,Athletico PR,São Paulo,0,0,1,1
2006,2006-09-30,Internacional,Paraná,3,2,3,0
2006,2006-10-04,Flamengo,Fluminense,4,1,3,0
2006,2006-10-04,Fortaleza,Figueirense,1,1,1,1
2006,2006-10-04,Grêmio,Palmeiras,2,1,3,0
2006,2006-10-04,Juventude,Athletico PR,3,2,3,0
2006,2006-10-04,Paraná,Ponte Preta,2,1,3,0
2006,2006-10-04,São Caetano,Goiás,1,2,0,3
2006,2006-10-04,São Paulo,Vasco da Gama,5,1,3,0
2006,2006-10-05,Botafogo,Santa Cruz,3,0,3,0
2006,2006-10-05,Corinthians,Santos,0,3,0,3
2006,2006-10-05,Cruzeiro,Internacional,2,1,3,0
2006,2006-10-07,Ponte Preta,Juventude,3,1,3,0
2006,2006-10-07,Vasco da Gama,Fortaleza,2,0,3,0
2006,2006-10-07,Fluminense,São Paulo,1,2,0,3
2006,2006-10-08,Athletico PR,Cruzeiro,1,1,1,1
2006,2006-10-08,Figueirense,Botafogo,1,0,3,0
2006,2006-10-08,Goiás,Corinthians,3,1,3,0
2006,2006-10-08,Internacional,São Caetano,1,0,3,0
2006,2006-10-08,Palmeiras,Flamengo,3,1,3,0
2006,2006-10-08,Santa Cruz,Paraná,1,3,0,3
2006,2006-10-08,Santos,Grêmio,1,0,3,0
2006,2006-10-14,Cruzeiro,Fortaleza,0,0,1,1
2006,2006-10-14,Botafogo,Santos,4,3,3,0
2006,2006-10-14,São Caetano,Grêmio,0,2,0,3
2006,2006-10-14,São Paulo,Juventude,5,0,3,0
2006,2006-10-15,Figueirense,Ponte Preta,2,1,3,0
2006,2006-10-15,Flamengo,Corinthians,3,0,3,0
2006,2006-10-15,Internacional,Fluminense,2,0,3,0
2006,2006-10-15,Palmeiras,Athletico PR,2,2,1,1
2006,2006-10-15,Paraná,Goiás,1,0,3,0
2006,2006-10-15,Santa Cruz,Vasco da Gama,0,4,0,3
2006,2006-10-18,Vasco da Gama,Palmeiras,3,0,3,0
2006,2006-10-21,Goiás,Santa Cruz,5,3,3,0
2006,2006-10-21,Ponte Preta,Internacional,0,2,0,3
2006,2006-10-21,Santos,Figueirense,2,1,3,0
2006,2006-10-22,Botafogo,São Caetano,2,1,3,0
2006,2006-10-22,Corinthians,Cruzeiro,1,0,3,0
2006,2006-10-22,Fortaleza,Athletico PR,3,4,0,3
2006,2006-10-22,Grêmio,São Paulo,1,1,1,1
2006,2006-10-22,Juventude,Fluminense,1,1,1,1
2006,2006-10-22,Paraná,Flamengo,0,2,0,3
2006,2006-10-25,Corinthians,Palmeiras,1,0,3,0
2006,2006-10-26,Fluminense,Grêmio,1,2,0,3
2006,2006-10-26,Santa Cruz,Fortaleza,0,1,0,3
2006,2006-10-26,Internacional,Juventude,1,0,3,0
2006,2006-10-26,Vasco da Gama,Flamengo,3,1,3,0
2006,2006-10-28,Athletico PR,Paraná,4,0,3,0
2006,2006-10-28,Figueirense,São Paulo,0,2,0,3
2006,2006-10-28,Goiás,Cruzeiro,2,3,0,3
2006,2006-10-28,Ponte Preta,Botafogo,1,2,0,3
2006,2006-10-28,Santos,São Caetano,1,0,3,0
2006,2006-11-01,Athletico PR,Vasco da Gama,6,4,3,0
2006,2006-11-01,Flamengo,Santa Cruz,1,1,1,1
2006,2006-11-01,Fortaleza,Corinthians,0,4,0,3
2006,2006-11-01,Grêmio,Figueirense,1,2,0,3
2006,2006-11-01,Juventude,Santos,3,2,3,0
2006,2006-11-01,Palmeiras,Goiás,1,3,0,3
2006,2006-11-01,São Caetano,Fluminense,1,1,1,1
2006,2006-11-02,Botafogo,Internacional,0,1,0,3
2006,2006-11-02,Cruzeiro,Paraná,2,2,1,1
2006,2006-11-02,São Paulo,Ponte Preta,1,1,1,1
2006,2006-11-04,Figueirense,Juventude,1,0,3,0
2006,2006-11-04,Flamengo,Athletico PR,1,0,3,0
2006,2006-11-05,Botafogo,Fluminense,2,1,3,0
2006,2006-11-05,Corinthians,Santa Cruz,1,0,3,0
2006,2006-11-05,Cruzeiro,Vasco da Gama,2,1,3,0
2006,2006-11-05,Fortaleza,Goiás,0,3,0,3
2006,2006-11-05,Grêmio,Internacional,0,1,0,3
2006,2006-11-05,Paraná,Palmeiras,4,2,3,0
2006,2006-11-05,Ponte Preta,São Caetano,1,2,0,3
2006,2006-11-05,Santos,São Paulo,0,1,0,3
2006,2006-11-08,Athletico PR,Corinthians,1,2,0,3
2006,2006-11-08,Goiás,Flamengo,0,1,0,3
2006,2006-11-08,Internacional,Santos,0,0,1,1
2006,2006-11-08,Juventude,Grêmio,1,2,0,3
2006,2006-11-08,Palmeiras,Fortaleza,3,0,3,0
2006,2006-11-08,São Caetano,Figueirense,3,1,3,0
2006,2006-11-08,Vasco da Gama,Paraná,3,1,3,0
2006,2006-11-09,Fluminense,Ponte Preta,0,0,1,1
2006,2006-11-09,Santa Cruz,Cruzeiro,4,1,3,0
2006,2006-11-09,São Paulo,Botafogo,3,0,3,0
2006,2006-11-11,Internacional,Fortaleza,3,0,3,0
2006,2006-11-11,Santos,Paraná,1,0,3,0
2006,2006-11-11,Vasco da Gama,Juventude,1,1,1,1
2006,2006-11-12,Athletico PR,Grêmio,2,3,0,3
2006,2006-11-12,Figueirense,Corinthians,0,0,1,1
2006,2006-11-12,Fluminense,Cruzeiro,1,0,3,0
2006,2006-11-12,Goiás,São Paulo,0,2,0,3
2006,2006-11-12,Palmeiras,Botafogo,2,1,3,0
2006,2006-11-12,Ponte Preta,Flamengo,3,0,3,0
2006,2006-11-12,Santa Cruz,São Caetano,0,3,0,3
2006,2006-11-18,Corinthians,Fluminense,1,1,1,1
2006,2006-11-18,Flamengo,Figueirense,0,2,0,3
2006,2006-11-18,Grêmio,Santa Cruz,3,1,3,0
2006,2006-11-19,Botafogo,Goiás,2,2,1,1
2006,2006-11-19,Cruzeiro,Santos,1,1,1,1
2006,2006-11-19,Fortaleza,Ponte Preta,1,0,3,0
2006,2006-11-19,Juventude,Palmeiras,3,2,3,0
2006,2006-11-19,Paraná,Internacional,1,0,3,0
2006,2006-11-19,São Caetano,Vasco da Gama,0,1,0,3
2006,2006-11-19,São Paulo,Athletico PR,1,1,1,1
2006,2006-11-26,Athletico PR,Figueirense,1,4,0,3
2006,2006-11-26,Botafogo,Corinthians,0,0,1,1
2006,2006-11-26,Goiás,Ponte Preta,3,0,3,0
2006,2006-11-26,Grêmio,Flamengo,3,0,3,0
2006,2006-11-26,Juventude,Fortaleza,2,2,1,1
2006,2006-11-26,Palmeiras,Internacional,1,4,0,3
2006,2006-11-26,Santa Cruz,Fluminense,1,2,0,3
2006,2006-11-26,São Caetano,Paraná,0,2,0,3
2006,2006-11-26,São Paulo,Cruzeiro,2,0,3,0
2006,2006-11-26,Vasco da Gama,Santos,1,1,1,1
2006,2006-12-02,Internacional,Goiás,1,4,0,3
2006,2006-12-02,Flamengo,São Caetano,4,1,3,0
2006,2006-12-03,Fluminense,Palmeiras,1,1,1,1
2006,2006-12-03,Figueirense,Vasco da Gama,0,0,1,1
2006,2006-12-03,Santos,Santa Cruz,3,1,3,0
2006,2006-12-03,Ponte Preta,Athletico PR,1,1,1,1
2006,2006-12-03,Paraná,São Paulo,0,0,1,1
2006,2006-12-03,Cruzeiro,Botafogo,3,1,3,0
2006,2006-12-03,Fortaleza,Grêmio,1,0,3,0
2006,2006-12-03,Corinthians,Juventude,5,3,3,0
2007,2007-05-12,Figueirense,Athletico PR,3,6,0,3
2007,2007-05-12,Fluminense,Cruzeiro,2,2,1,1
2007,2007-05-12,São Paulo,Goiás,2,0,3,0
2007,2007-05-13,Atlético MG,Náutico,2,1,3,0
2007,2007-05-13,Internacional,Botafogo,2,3,0,3
2007,2007-05-13,Flamengo,Palmeiras,2,4,0,3
2007,2007-05-13,Paraná,Grêmio,3,0,3,0
2007,2007-05-13,América RN,Vasco da Gama,0,1,0,3
2007,2007-05-13,Corinthians,Juventude,1,0,3,0
2007,2007-05-13,Sport,Santos,4,1,3,0
2007,2007-05-19,Juventude,Paraná,1,2,0,3
2007,2007-05-19,Athletico PR,Internacional,2,1,3,0
2007,2007-05-19,Santos,América RN,2,3,0,3
2007,2007-05-20,Goiás,Flamengo,1,3,0,3
2007,2007-05-20,Botafogo,Atlético MG,2,1,3,0
2007,2007-05-20,Cruzeiro,Corinthians,0,3,0,3
2007,2007-05-20,Palmeiras,Figueirense,2,1,3,0
2007,2007-05-20,Vasco da Gama,Sport,3,1,3,0
2007,2007-05-20,Náutico,São Paulo,1,0,3,0
2007,2007-05-20,Grêmio,Fluminense,2,0,3,0
2007,2007-05-26,América RN,Figueirense,0,1,0,3
2007,2007-05-26,Corinthians,Atlético MG,0,0,1,1
2007,2007-05-26,Fluminense,Internacional,3,0,3,0
2007,2007-05-27,Athletico PR,Santos,0,1,0,3
2007,2007-05-27,Náutico,Vasco da Gama,2,2,1,1
2007,2007-05-27,Grêmio,Sport,1,0,3,0
2007,2007-05-27,São Paulo,Palmeiras,0,0,1,1
2007,2007-05-27,Flamengo,Botafogo,2,2,1,1
2007,2007-05-27,Cruzeiro,Paraná,3,4,0,3
2007,2007-05-27,Goiás,Juventude,3,1,3,0
2007,2007-06-02,Figueirense,Goiás,2,1,3,0
2007,2007-06-02,Botafogo,Grêmio,3,0,3,0
2007,2007-06-02,Atlético MG,Athletico PR,1,1,1,1
2007,2007-06-03,Palmeiras,Cruzeiro,1,3,0,3
2007,2007-06-03,Sport,Flamengo,2,2,1,1
2007,2007-06-03,Santos,Corinthians,1,1,1,1
2007,2007-06-03,Juventude,América RN,3,0,3,0
2007,2007-06-03,Vasco da Gama,Fluminense,1,1,1,1
2007,2007-06-03,Paraná,São Paulo,0,1,0,3
2007,2007-06-04,Internacional,Náutico,2,0,3,0
2007,2007-06-09,Náutico,Paraná,4,4,1,1
2007,2007-06-09,Palmeiras,Botafogo,1,1,1,1
2007,2007-06-09,Vasco da Gama,Grêmio,4,0,3,0
2007,2007-06-10,América RN,Corinthians,1,2,0,3
2007,2007-06-10,Fluminense,Sport,3,0,3,0
2007,2007-06-10,Figueirense,Flamengo,4,0,3,0
2007,2007-06-10,Athletico PR,Goiás,0,3,0,3
2007,2007-06-10,Cruzeiro,Juventude,2,3,0,3
2007,2007-06-10,São Paulo,Atlético MG,0,1,0,3
2007,2007-06-10,Internacional,Santos,1,0,3,0
2007,2007-06-14,Botafogo,Vasco da Gama,4,0,3,0
2007,2007-06-16,Grêmio,Cruzeiro,0,2,0,3
2007,2007-06-16,Corinthians,Paraná,0,0,1,1
2007,2007-06-16,Flamengo,Internacional,2,2,1,1
2007,2007-06-17,Goiás,Palmeiras,3,1,3,0
2007,2007-06-17,Atlético MG,Figueirense,4,1,3,0
2007,2007-06-17,São Paulo,Vasco da Gama,2,0,3,0
2007,2007-06-17,Athletico PR,Fluminense,1,1,1,1
2007,2007-06-17,Sport,América RN,2,2,1,1
2007,2007-06-17,Botafogo,Náutico,3,1,3,0
2007,2007-06-17,Juventude,Santos,0,2,0,3
2007,2007-06-23,Juventude,Figueirense,1,1,1,1
2007,2007-06-23,Paraná,Sport,1,0,3,0
2007,2007-06-24,Náutico,Goiás,0,2,0,3
2007,2007-06-24,Palmeiras,Athletico PR,0,2,0,3
2007,2007-06-24,América RN,Fluminense,0,1,0,3
2007,2007-06-24,Santos,São Paulo,0,2,0,3
2007,2007-06-24,Cruzeiro,Atlético MG,4,2,3,0
2007,2007-06-24,Internacional,Grêmio,0,2,0,3
2007,2007-06-28,Sport,Náutico,4,1,3,0
2007,2007-06-28,Figueirense,São Paulo,0,0,1,1
2007,2007-06-30,América RN,Goiás,0,3,0,3
2007,2007-06-30,Cruzeiro,Vasco da Gama,3,1,3,0
2007,2007-06-30,Santos,Grêmio,0,0,1,1
2007,2007-06-30,Fluminense,Botafogo,1,2,0,3
2007,2007-06-30,Paraná,Athletico PR,2,2,1,1
2007,2007-06-30,Internacional,Atlético MG,1,1,1,1
2007,2007-06-30,Corinthians,Palmeiras,0,1,0,3
2007,2007-07-03,Figueirense,Cruzeiro,2,1,3,0
2007,2007-07-03,Palmeiras,América RN,2,0,3,0
2007,2007-07-03,Athletico PR,Náutico,1,1,1,1
2007,2007-07-03,Grêmio,Juventude,3,1,3,0
2007,2007-07-03,Fluminense,Paraná,0,0,1,1
2007,2007-07-03,São Paulo,Internacional,1,0,3,0
2007,2007-07-03,Goiás,Botafogo,1,1,1,1
2007,2007-07-04,Sport,Corinthians,2,1,3,0
2007,2007-07-04,Atlético MG,Flamengo,1,1,1,1
2007,2007-07-04,Vasco da Gama,Santos,4,0,3,0
2007,2007-07-06,Paraná,América RN,0,1,0,3
2007,2007-07-07,Botafogo,Athletico PR,2,0,3,0
2007,2007-07-07,Corinthians,Fluminense,1,1,1,1
2007,2007-07-07,Santos,Cruzeiro,4,1,3,0
2007,2007-07-07,São Paulo,Flamengo,0,0,1,1
2007,2007-07-07,Atlético MG,Grêmio,0,1,0,3
2007,2007-07-07,Goiás,Sport,3,2,3,0
2007,2007-07-07,Internacional,Figueirense,2,1,3,0
2007,2007-07-07,Náutico,Palmeiras,0,1,0,3
2007,2007-07-07,Juventude,Vasco da Gama,2,0,3,0
2007,2007-07-12,Paraná,Figueirense,1,2,0,3
2007,2007-07-12,Juventude,Náutico,1,1,1,1
2007,2007-07-12,Vasco da Gama,Athletico PR,1,0,3,0
2007,2007-07-14,Sport,Atlético MG,2,0,3,0
2007,2007-07-14,Santos,Botafogo,3,0,3,0
2007,2007-07-14,Grêmio,Palmeiras,1,1,1,1
2007,2007-07-14,América RN,Internacional,1,2,0,3
2007,2007-07-14,Cruzeiro,Goiás,2,1,3,0
2007,2007-07-14,Corinthians,São Paulo,1,1,1,1
2007,2007-07-18,Figueirense,Sport,0,1,0,3
2007,2007-07-18,Athletico PR,Juventude,4,0,3,0
2007,2007-07-18,Atlético MG,América RN,4,1,3,0
